cityName,imgSrc,attraction,lat,lng,description
北京五一十大热门旅游景点,https://image.maigoo.com/upload/images/20220830/09541812274_500x312.jpg,八达岭长城,116.024067,40.362639,八达岭长城是中国古代伟大的防御工程万里长城的重要组成部分，是万里长城千百座名关险隘中，历史最悠久、文化最丰富、建筑最宏伟、景色最壮观、名声最大、保存最完整的一段，也是明代长城中最精华的地段。八达岭长城为居庸关重要前哨，古称“居庸之险不在关而在八达岭”，山峦重叠，形势险要，气势极其磅礴的城墙南北盘旋延伸于群峦峻岭之中，不见尽头，其高超的建筑技艺和不朽的艺术价值，充分体现了中国古代劳动人民的智慧和力量。
北京五一十大热门旅游景点,https://image.maigoo.com/upload/images/20220907/14015236922_500x312.jpg,故宫博物院,116.403414,39.924091,北京故宫是中国明清两代的皇家宫殿，旧称紫禁城，与法国凡尔赛宫、英国白金汉宫、美国白宫、俄罗斯克里姆林宫并称世界五大宫殿。北京故宫博物院始建于1925年10月10日，是一座中国综合性博物馆，是中国最大的古代文化艺术博物馆，是第一批全国爱国主义教育示范基。北京故宫博物院收藏品包括但不限于明朝、清朝两代皇宫及其收藏，涵盖几乎整个古代中国文明发展史和几乎所有文物门类。
北京五一十大热门旅游景点,https://image.maigoo.com/upload/images/20220907/13503280093_500x312.jpg,颐和园风景区,116.278749,40.004869,颐和园前身为清漪园，始建于清乾隆十五年，坐落在北京西郊，与承德避暑山庄、拙政园、留园并称为中国四大名园。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存较完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”，也是国家重点旅游景点。北京颐和园浸透着中国人民的血汗，体现了中国人民的智慧和创造，展示出中国造园艺术的精华。
北京五一十大热门旅游景点,http://www.chnbg.cn/Uploads/Picture/2021/09/28/s6152db28a3328.jpg,国家植物园,116.216186,40.007561,国家植物园是在中国科学院植物研究所（南园）和北京市植物园（北园）现有条件的基础上，经过扩容增效有机整合而成，总规划面积近600公顷。国家植物园坚持国家代表性和社会公益的理念，充分发挥植物迁地保护和科学研究的核心功能。计划重点收集三北地区乡土植物、北温带代表性植物、全球不同地理分区的代表植物及珍稀濒危植物3万种以上，收藏五大洲代表性植物标本500万份，建成20个特色专类园、7个植物进化展示区和1个原生植物保育区。
北京五一十大热门旅游景点,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207040844490.jpg,北京西山国家森林公园,116.209193,39.978535,北京西山国家森林公园位于北京西郊小西山，地跨海淀、石景山、门头沟三区，总面积5970公顷，公园海拔300米至400米，属暖温带大陆性季风气候，林木多为夏绿阔叶林，森林覆盖率98.5%，主要景区有首都绿色文化碑林（百望山景区）和昌华景区。多年平均气温16.2℃，平均湿度80%，空气负氧离子最高达每立方厘米4000个。西山国家森林公园属太行山余脉，为石质山区，属低山区，阴坡较陡，阳坡较缓。
北京五一十大热门旅游景点,https://image.maigoo.com/upload/images/20220901/15184571423_500x312.jpg,北京香山公园,116.195044,39.996194,香山公园位于北京市区西北郊，占地188公顷，海拔557米，是一座具有山林特色的皇家园林。北京香山公园始建于金大定二十六年，于咸丰十年和光绪二十六年先后两次被英法联军、八国联军焚毁，1956年开辟为人民公园。香山公园文物古迹众多，亭台楼阁似星辰散布山林之间，有香山寺、洪光寺、双清别墅等著名旅游景点；公园内树木繁多，森林覆盖率高达96%，具有独特的“山川、名泉、古树、红叶”丰富的园林内涵，是避暑的胜地，天然的氧吧。
北京五一十大热门旅游景点,https://r1.visitbeijing.com.cn/vbj-s/2017/0322/20170322025139309.jpg,喇叭沟门国家森林公园,116.458088,40.942962,北京市喇叭沟门国家森林公园坐落于北京市怀柔区喇叭沟门满族乡，地处北京市最北端，距城区约160公里，公园面积11171.5公顷，其中林地面积9492.75公顷，原始次生林7万亩，森林覆盖率居北京市之首。喇叭沟门国家森林公园是2008年2月批准建立的国家级森林公园，公园处于暖温带和寒温带交接处，保存着北京地区面积最大的蒙古栎林、白桦林、山场林等天然林。区内具开发价值的自然景观120多处，是怀柔区三大生态景区之一。
北京五一十大热门旅游景点,https://image5.cnpp.cn/upload/images/20180105/13512234179_500x312.jpg,北京北海公园,116.39548,39.932909,北海公园位于北京市中心区，历经金、元、明、清数个朝代，承载着中国近千年的历史和文化，是中国现存历史上建园较早、保存较完整、文化沉积较深厚的古典皇家园林；其有着以皇家园林为代表的造园艺术风格，凝聚了历代园林文化艺术之大成的杰作。公园占地68.2万平方米，由琼华岛、东岸和北岸景区组成，其中琼华岛上树木苍郁，亭台楼阁幽静，白塔耸立山巅，成为公园的标志。
北京五一十大热门旅游景点,https://image5.cnpp.cn/upload/images/20191011/14230524449_500x312.jpg,景山公园,116.402818,39.93227,景山公园位于北京市西城区景山前街，坐落在明清北京城的中轴线上，西临北海，南与故宫神武门隔街相望，是明、清两代的御苑。公园中心的景山为堆土而成，曾是全城的制高点。景山公园1928年建园，全园总面积23公顷其中，花卉草坪占地1100平方米，拥有迷人的自然风光。北京景山公园内有绮望楼、五方亭、寿皇殿、永思殿、牡丹园等景点。
广州五一十大热门旅游景点,https://cdn.chimelong.com/assets/images/item1.3a1c45e.jpg,广州长隆,113.31824,23.01651,广州长隆旅游度假区是中国拥有主题公园数量多、规格高的综合性主题旅游度假区，集旅游景区、酒店餐饮、娱乐休闲于一体，是广州旅游颇具代表性的景点，也是国家文化部命名的“文化产业示范基地”。广州长隆总占地面积1万亩，采用了欧陆风格设计，由长隆欢乐世界、长隆国际大马戏、长隆野生动物世界、长隆水上乐园、长隆飞鸟乐园、广州长隆酒店、香江酒店等主题乐园与设施组成。
广州五一十大热门旅游景点,"https://bkimg.cdn.bcebos.com/pic/d009b3de9c82d158b22146bb800a19d8bc3e421c?x-bce-process=image/resize,m_lfit,w_220,limit_1",增城白水寨,113.771154,23.599255,白水寨风景名胜区位于增城区派潭镇，面积约170㎞²，北回归线穿越其中，被誉为北回归线上的瑰丽翡翠，属山岳型风景名胜区。景区内崇山峻岭，群峰挺拔，海拔在1000米以上的山峰就有9座，其中最高峰为海拔1088米的牛牯嶂，山体高大、山势险峻、线条挺直，集雄、奇、险、秀于一身。此外，白水寨风景名胜区还拥有原始森林、浅滩湿地、峡谷天池等广东罕见自然生态资源，其中最令人瞩目的当属落差高达428.5米的全国内地落差最大瀑布——白水仙瀑。
广州五一十大热门旅游景点,https://image.maigoo.com/upload/images/20221104/09001463181_500x312.jpg,广州白云山风景区,113.306527,23.191213,白云山为南粤名山，自古有“羊城第一秀”之称，由30多座山峰组成，是广东最高峰九连山的支脉，主峰摩星岭海拔382米。每当雨后天晴或暮春时节，山间白云缭绕，蔚为奇观，白云山之名由此得来。白云山风景区由麓湖游览区、三台岭游览区、鸣春谷游览区、摩星岭游览区等7个游览区组成，有“蒲涧濂泉”、“白云晚望”、“景泰僧归”等古代“羊城八景”，以及三个全国之最的景点。
广州五一十大热门旅游景点,"https://bkimg.cdn.bcebos.com/pic/e1fe9925bc315c60eb5ce68889b1cb1348547788?x-bce-process=image/resize,m_lfit,w_440,limit_1",广州市莲花山旅游区,113.509233,22.993169,广州市莲花山旅游区位于广东省广州市番禺区石楼镇，是广东省省级风景名胜区，也是国家级旅游区。莲花山有两个主要与花有关的节庆活动，那就是著名的莲花节和桃花节，莲花节于每年6～8月在观音圣境内举办。而每逢春节，莲花山观音圣境与莲花塔下桃花源里的千树桃花便迎春怒放，此时则正是莲花山上一年一度的桃花节。莲花山旅游区其他主要景点还有莲花石、燕子岩、八仙岩、莲花岩、观音岩、飞鹰岩、神仙桥、望海观音等。
广州五一十大热门旅游景点,https://image.maigoo.com/upload/images/20220901/11130456399_500x312.jpg,广州塔,113.331084,23.112223,广州塔又称广州新电视塔，昵称小蛮腰，位于广州城市新中轴线与珠江景观轴交汇处。广州塔建筑总高度600米，其中主塔体高450米，天线桅杆高150米，是中国第一高塔、国家级旅游景区、广州的地标性景点。广州塔是集都市观光、高空游乐、时尚餐饮、婚庆会展、影视娱乐、环保科普、文化教育、购物休闲等多功能于一体的旅游观光塔，是新中轴线上的亮丽景观。
广州五一十大热门旅游景点,https://tse2-mm.cn.bing.net/th/id/AUI11qBiWoCQMxQ480x360?&rs=1&pid=ImgDet,华南植物园,113.373781,23.18794,广州华南植物园集科学研究、物种保育、科普教育及旅游休闲等功能于一体，是普及植物学与环境科学知识、生态旅游的休闲园地，并被命名为“全国青少年科技教育基地”、“全国科普教育基地”以及“植物学与环境教育基地”。华南植物园占地4237亩，建有展览温室群景区、龙洞琪林景区、珍稀植物保育中心，以及木兰园、棕榈园、姜园等38个专类园区，是“广州市十佳旅游景点”之一。
广州五一十大热门旅游景点,"https://bkimg.cdn.bcebos.com/pic/37d12f2eb9389b50b4ddaaa38f35e5dde7116e25?x-bce-process=image/watermark,image_d2F0ZXIvYmFpa2U5Mg==,g_7,xp_5,yp_5/format,f_auto",芙蓉峡漂流,113.221764,23.506811,芙蓉峡漂流号称“广州第一漂”，位于度假区上游山谷，落差达100多米，气势磅礴。芙蓉度假区上游山谷聚泉成河，时隐时现于绿树青山中，漂流落差100多米。漂流分猛士漂、勇士漂和逍遥漂，勇士漂全长5公里，逍遥漂全长2公里。芙蓉峡谷呈“Y”字形，较为刺激的猛士漂从山的顶端开始，全长8000米。沿河两岸大面积的森林不仅提供了清洌甘美的山水，还产生大量的空气负离子，凉风袭来，令人身心俱爽。
广州五一十大热门旅游景点,"https://bkimg.cdn.bcebos.com/pic/f31fbe096b63f624c36499018d44ebf81a4ca3f3?x-bce-process=image/resize,m_lfit,w_536,limit_1/format,f_auto",广州百万葵园主题公园,113.626456,22.634439,广州百万葵园主题公园位于广东省广州市南沙区万顷沙镇，于2002年4月建成，是将向日葵作为观赏性植物并设计成超大型主题园林的公园，也是一家全部采用进口种子（以日本为主）的向日葵乐园。百万葵园占地面积26万平方米，种植一百万株向日葵，此外还建起了有1000多只松鼠居住的松鼠乐园，由汉白石精雕细琢而成的弧型环绕薰衣草花海以及蚂蚁王国、鲜花动漫港、白鸽广场和神秘玫瑰园等景点组成。
广州五一十大热门旅游景点,"https://bkimg.cdn.bcebos.com/pic/bd315c6034a85edfd57b8e5e49540923dc5475d3?x-bce-process=image/watermark,image_d2F0ZXIvYmFpa2U4MA==,g_7,xp_5,yp_5",广州市动物园,113.311903,23.147376,广州市动物园位兴建于1958年，是国内展览动物种类和数量较多的城市动物园之一，也是广州市动物科普和生态、环境保护教育的重要基地。广州动物园总占地面积约42公顷，园内按动物分类布局，可分为中心展区、飞禽大观、盘龙苑等三个游览区。中心展区以展出哺乳类为主，主要有狮山、虎山、猴山、河马池和熊猫馆等；飞禽大观有各种飞禽100多种，其陈列设计为庭园形式；盘龙苑展出的两栖、爬行类、鱼类动物近200种，还兼养海豹、鸳鸯等。
广州五一十大热门旅游景点,"https://img0.baidu.com/it/u=3861769737,3197562176&fm=253&fmt=auto&app=138&f=JPEG?w=750&h=500",广州市岭南印象园旅游景区,113.412991,23.043118,岭南印象园，位于广州大学城所在的小谷围岛，总占地面积16.5 公顷。景区四面环水，西临洛溪岛、北临生物岛、东临长洲岛、与会展中心所在的琶洲岛隔江相望。印象园是典型的岭南传统风格建筑群落，民居依水而建，或窄门高屋，或镬耳高墙。岭南印象园依托天然的地域优势和原练溪村深厚的岭南民风民俗文化，建立了一个融文化观光、趣味游乐、特色餐饮、休闲购物、精彩演艺于一体的大型休闲文化旅游景区。
成都五一十大热门旅游景点,"https://img2.baidu.com/it/u=3904134379,1647004338&fm=253&fmt=auto&app=138&f=JPEG?w=669&h=500",成都市花舞人间旅游景区,103.804054,30.395208,花舞人间景区，位于四川省成都市南郊新津区，距离成都市区仅30余公里，是一座以赏花为主题的的都市农业主题公园。景区占地3000余亩，已建成花果苗木试验基地100余亩，引进优良花果苗木品种300多个，拥有郁金香节、杜鹃花节、鲁冰花节、向日葵节、百合花节、野菊花节、花粉节、兰花红叶节等多个主题花节庆。花舞人间景区，是国家4A级景区，也是赏花、玩水，体验低碳休闲的度假旅游区。
成都五一十大热门旅游景点,"https://img2.baidu.com/it/u=1257492785,3335548660&fm=253&fmt=auto&app=138&f=JPEG?w=749&h=500",成都市彭州丹景山旅游景区,103.838689,31.086611,丹景山风景区，是国家级AAAA旅游景区，位于四川省彭州市丹景山镇，距成都西北50公里，海拔1147米，素有“丹岳岱宗”，“古唐胜迹”，“丹景第一”之称。景区为中国天彭牡丹的发源地，自唐代开始大规模种植牡丹，南宋时期，花特盛，与洛阳、菏泽齐名。丹景山风景区，以其灿烂的蜀文化、神幻迷离的宗教文化、绚丽多姿的牡丹文化而成为蜀中文化名山和著名的中国西部花山。
成都五一十大热门旅游景点,"https://img1.baidu.com/it/u=2254713483,4062434134&fm=253&fmt=auto&app=138&f=JPEG?w=667&h=500",西岭雪山,103.195197,30.690946,西岭雪山位于四川省成都市大邑县境内，总面积483平方公里，海拔从1260米—5364米不等，属世界自然遗产，是大熊猫栖息地、国家级风景名胜区、国家级森林公园。西岭雪山景区分为前山茶地坪景区和后山滑雪场景区两大部分，茶地坪景区以徒步登山、观光为主，主要为徒步观赏水景、瀑布、桂花、杜鹃、奇石、云海、森林佛光等自然景观；滑雪场景区以滑雪、滑草、运动以及观赏云海、日出、阴阳奇观等天象景观为主。
成都五一十大热门旅游景点,https://image5.cnpp.cn/upload/images/20190924/10391332182_500x312.jpg,四川青城山风景区,103.569195,30.911742,青城山是中国四大道教名山之一、中国道教发祥地之一，因其的秀丽的自然风光和众多道教建筑而成为天下名山，与剑门之险、峨眉之秀、夔门之雄合称为“蜀中四秀”，有“青城天下幽”之美誉。青城山风景区总面积200平方千米，最高峰老君阁海拔1260米；区内分青城前山和青城后山，前山景色优美，文物古迹众多；后山自然景物神秘绮丽、原始华美如世外桃源；其中天狮洞和圆明宫幽静是青城山的一大特色。
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=4266344796,3831030987&fm=253&fmt=auto&app=120&f=JPEG?w=891&h=500",黄龙溪古镇,103.976489,30.323445,黄龙溪古镇景区，是四川省历史文化古镇及省级旅游风景区，先后被评为中国民间艺术火龙之乡、中国环境优美乡镇、中国民间文化遗产旅游示范区。黄龙溪旅游区不仅风光秀丽、环境优美，还是驰名中外的天然影视摄影基地，素有“影视城”、“中国好莱坞”之称。。黄龙溪古镇主要特色是：古街、古树、古庙、古水陆码头、古建筑和古朴的民风民俗。
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=1147716248,205144375&fm=253&fmt=auto&app=138&f=JPEG?w=667&h=500",成都欢乐谷,104.041138,30.726702,成都欢乐谷是成都市文化产业重点项目和旅游产业重点项目，位于成都市金牛区西华大道16号，距天府广场6.6公里，至成都各个主要人流区只需10～20分钟。成都欢乐谷汇集了深圳欢乐谷、北京欢乐谷娱乐设施的精华，由阳光港、欢乐时光、加勒比旋风、巴蜀迷情、飞行岛、魔幻城堡、飞跃地中海、欢乐光年以及丝路传奇这九大主题区域组成。
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=2705742557,3965543940&fm=253&fmt=auto&app=138&f=JPEG?w=667&h=500",成都大熊猫繁育基地,104.150916,30.743319,
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=381127659,3648435219&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",锦里,104.056257,30.651897,锦里，传说中离浪漫最近的地方，是成都知名的商业步行街，它以明末清初川西民居作外衣，以三国文化与成都民俗作内涵，被称为“成都版清明上河图”和“西蜀第一街”。锦里古街占地30000余平方米，建筑面积14000余平方米，街道全长550米；街内由一大片清末建筑风格的仿古建筑组成，蜿蜒曲折的院落、街巷与水岸、湖泊、荷塘、石桥相呼应，主题会所、主题餐饮、主题商店坐落其中，水波灯影，别有一番意境。
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=1776192600,2894403612&fm=253&fmt=auto&app=138&f=JPEG?w=750&h=500",洛带古镇,104.332467,30.643144,洛带古镇，位于四川省成都市龙泉驿区境内，总面积达20000余平方米。古镇主要包括洛带古镇核心保护区、金龙湖景区、宝胜原生态客家村三部分，呈现出“走进历史—回归自然—体验山水”的文化生态旅游格局。洛带古镇，是成都“东山五场”之一，也是四川省打造“两湖一山”旅游区的重点景区，先后荣获全国重点小城镇、成都市重点保护镇、成都文化旅游发展优先镇等荣誉称号。
成都五一十大热门旅游景点,"https://img0.baidu.com/it/u=383337324,2678351297&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=748",都江堰虹口漂流,103.639359,31.099655,四川都江堰虹口漂流拥有“西部第一漂”、“中国漂流小镇”、“全球最佳漂流地”的美誉，在国内外拥有较高的知名度。其主线河道为白沙河，属岷江河上游一级支流，是成都居民饮用水一级战备储备资源库，水质达到国家地面水标准中一类水的要求，属四川、成都避暑的首选地。漂流设计全程自由漂河段10.2公里，每年开漂达到海事部门验收标准要求。
西安五一十大热门旅游景点,"https://img1.baidu.com/it/u=3875746473,639916943&fm=253&fmt=auto&app=138&f=JPEG?w=750&h=500",西安秦岭野生动物园,108.873825,34.053459,西安秦岭野生动物园，位于秦岭北麓浅山地带，是集野生动物移地保护、科普教育、旅游观光、休闲度假等功能于一体的综合性园林项目，也是全国野生动物保护科普教育基地、陕西省中小学生研学实践教育基地等。园区占地2600余亩，展养着秦岭四宝“大熊猫、羚牛、金丝猴、朱鹮”等秦岭珍稀动物以及来自世界各地极富代表性的野生动物200余种，6000余头（只），年接待游客超过180万人次。
西安五一十大热门旅游景点,"https://img1.baidu.com/it/u=3439565048,3318511871&fm=253&fmt=auto&app=138&f=JPEG?w=833&h=500",陕西朱雀国家森林公园,108.587859,33.789608,朱雀国家森林公园，位于陕西省西安市鄠邑区涝峪八里坪，是以自然山水、地质科普、森林风光、休闲娱乐为一体的生态风景旅游区。公园总面积为2621公顷，园内沟道开阔，森林茂密，山水神奇，天然森林密布，分为芦花河、秦岭梁、冰河翠、龙潭子、奇秀峰五大景区，主要有挂天飞瀑、静心湖、群龙朝圣、畅远台、冰晶顶、梦驼铃、醉仙峰、冰川遗迹、龙潭桥等景点。
西安五一十大热门旅游景点,"https://img1.baidu.com/it/u=2152391196,2308874358&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=375",秦岭国家植物园景区,108.367676,34.066212,秦岭国家植物园是由陕西省人民政府、国家林业局、中国科学院、西安市人民政府联合共建的国家级特大型综合植物园。秦岭国家植物园位于陕西省西安市周至县境内，距市中心60千米，总面积639平方千米。地理区位为东经108°13′—108°29′、北纬33°43′—34°04′之间，属暖温带大陆性山地气候。年平均降水800—900毫米，年平均温度8℃—10℃。兼具物种保育、科学研究、公众教育、生态旅游四项功能。
